Match ID,Turnaus,Joukkue1,Joukkue2,Kartta,T1 Score,T2 Score,T1 FH,T1 SH,T2 FH,T2 SH,T1 Clutches,T2 Clutches,T1 FK,T2 FK,T1 Rating,T2 Rating,Tyyppi,Päiväys,MapNro,Voittaja,Team1,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Team2,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Voittaja,T1 Tapot,T2 Tapot,Tapot Yht,T1 K/R,T2 K/R,T1 Taso,T2 Taso,Ott Taso,Turnaus Taso,Turnaus Tyyppi,Total Rounds
22333,IEM Sydney 2023,Natus Vincere,FaZe,Mirage,13,4,10,3,2,2,4,1,12,5,1.38,0.86,LAN,10/17/2023,Map2,1,Natus Vincere,Aleksib,22333,16 - 9,1.78,107.1,2,1.72,iM,22333,16 - 11,1.45,94.5,5,1.64,b1t,22333,19 - 11,1.73,96.4,3,1.61,jL,22333,12 - 13,0.92,83.5,-1,1.03,B1ad3,22333,7 - 11,0.64,40,-2,0.87,FaZe,broky,22333,16 - 13,1.23,97.8,2,1.25,rain,22333,11 - 13,0.85,72.6,0,1,Twistzz,22333,10 - 14,0.71,82.1,-1,0.89,ropz,22333,10 - 16,0.63,75,-2,0.73,karrigan,22333,6 - 14,0.43,29.7,-6,0.44,1,70,53,123,4.12,3.12,1,5,6,26,Large,17
22334,IEM Sydney 2023,Natus Vincere,FaZe,Inferno,7,13,3,4,9,4,1,0,6,14,0.67,1.42,LAN,10/17/2023,Map3,2,Natus Vincere,jL,22334,11 - 18,0.61,71.8,-3,0.83,b1t,22334,11 - 14,0.79,56.9,1,0.81,Aleksib,22334,8 - 15,0.53,68.1,0,0.81,iM,22334,8 - 18,0.44,35.9,-3,0.45,B1ad3,22334,6 - 16,0.38,35.5,-3,0.45,FaZe,ropz,22334,18 - 10,1.8,108.7,2,1.58,rain,22334,18 - 11,1.64,87,4,1.54,Twistzz,22334,17 - 7,2.43,93,0,1.5,broky,22334,16 - 8,2,68.7,1,1.32,karrigan,22334,11 - 8,1.38,59,1,1.15,2,44,80,124,2.2,4,1,5,6,26,Large,20
22335,IEM Sydney 2023,Monte,fnatic,Overpass,10,13,4,6,8,5,1,1,11,12,0.97,1.17,LAN,10/18/2023,Map1,2,Monte,DemQQ,22335,22 - 14,1.57,89.5,2,1.46,sdy,22335,17 - 19,0.89,87.9,2,1.13,kRaSnaL,22335,17 - 18,0.94,71,-1,0.94,Woro2k,22335,7 - 15,0.47,43.7,0,0.69,br0,22335,9 - 17,0.53,47.4,-4,0.6,fnatic,roeJ,22335,21 - 15,1.4,100.3,3,1.47,mezii,22335,17 - 18,0.94,85.3,1,1.26,KRIMZ,22335,18 - 13,1.38,81.6,0,1.23,dexter,22335,13 - 13,1,63,-1,0.97,afro,22335,14 - 14,1,55.5,-2,0.92,2,72,83,155,3.13,3.61,2,5,7,26,Large,23
22336,IEM Sydney 2023,Monte,fnatic,Anubis,13,4,9,4,3,1,0,0,10,7,1.52,0.59,LAN,10/18/2023,Map2,1,Monte,sdy,22336,20 - 7,2.86,127.1,0,1.84,kRaSnaL,22336,17 - 8,2.13,86.8,1,1.57,DemQQ,22336,12 - 8,1.5,95.1,2,1.52,Woro2k,22336,16 - 7,2.29,78.7,0,1.46,br0,22336,8 - 5,1.6,48.6,0,1.22,fnatic,afro,22336,11 - 14,0.79,54.2,3,0.9,roeJ,22336,6 - 14,0.43,47.9,0,0.71,mezii,22336,8 - 14,0.57,61.9,-4,0.62,KRIMZ,22336,7 - 16,0.44,53.2,0,0.44,dexter,22336,3 - 15,0.2,30.6,-2,0.29,1,73,35,108,4.29,2.06,2,5,7,26,Large,17
22337,IEM Sydney 2023,Monte,fnatic,Vertigo,13,6,7,6,5,1,4,1,8,11,1.27,0.96,LAN,10/18/2023,Map3,1,Monte,Woro2k,22337,19 - 14,1.36,103.8,2,1.55,br0,22337,18 - 12,1.5,91.8,-2,1.39,DemQQ,22337,14 - 13,1.08,79.3,-1,1.19,kRaSnaL,22337,13 - 13,1,87.7,0,1.13,sdy,22337,11 - 10,1.1,66.2,-2,1.09,fnatic,afro,22337,15 - 14,1.07,83.3,3,1.21,KRIMZ,22337,16 - 15,1.07,79.4,1,1.16,dexter,22337,13 - 15,0.87,80.6,3,1.07,mezii,22337,11 - 17,0.65,74.2,-3,0.78,roeJ,22337,6 - 16,0.38,52.2,-1,0.59,1,75,61,136,3.95,3.21,2,5,7,26,Large,19
22338,IEM Sydney 2023,Complexity,Cloud9,Anubis,13,9,6,7,6,3,0,0,11,11,1.17,0.91,LAN,10/18/2023,Map1,1,Complexity,Grim,22338,26 - 11,2.36,113.9,3,1.75,EliGE,22338,15 - 12,1.25,86.5,-3,1.21,hallzerk,22338,17 - 14,1.21,80.5,0,1.12,JT,22338,10 - 14,0.71,56.6,1,0.91,floppy,22338,10 - 16,0.63,48.5,-1,0.85,Cloud9,Ax1Le,22338,19 - 18,1.06,77.8,4,1.09,electroNic,22338,14 - 17,0.82,71.5,0,0.93,Perfecto,22338,13 - 11,1.18,57.8,-1,0.89,sh1ro,22338,10 - 15,0.67,53.7,1,0.82,HObbit,22338,11 - 17,0.65,69.6,-4,0.8,1,78,67,145,3.55,3.05,5,5,10,26,Large,22
22339,IEM Sydney 2023,Complexity,Cloud9,Ancient,6,13,1,5,11,2,0,1,10,9,0.95,1.2,LAN,10/18/2023,Map2,2,Complexity,EliGE,22339,16 - 12,1.33,90.6,0,1.2,floppy,22339,14 - 14,1,81.9,1,1.16,Grim,22339,11 - 12,0.92,55.2,0,0.82,JT,22339,11 - 14,0.79,56.7,1,0.79,hallzerk,22339,7 - 13,0.54,55.3,-1,0.77,Cloud9,electroNic,22339,24 - 11,2.18,116.3,3,1.99,HObbit,22339,14 - 15,0.93,76.9,0,1.21,sh1ro,22339,12 - 10,1.2,74.2,1,1.15,Perfecto,22339,8 - 9,0.89,51.7,0,1.05,Ax1Le,22339,6 - 14,0.43,47.6,-5,0.58,2,59,64,123,3.11,3.37,5,5,10,26,Large,19
22340,IEM Sydney 2023,Complexity,Cloud9,Inferno,13,3,9,4,3,0,1,0,10,6,1.56,0.63,LAN,10/18/2023,Map3,1,Complexity,EliGE,22340,17 - 8,2.13,126.9,1,1.89,hallzerk,22340,18 - 6,3,100.7,2,1.86,Grim,22340,12 - 7,1.71,76.1,2,1.44,JT,22340,12 - 6,2,69.2,1,1.38,floppy,22340,12 - 8,1.5,75.2,-2,1.21,Cloud9,Perfecto,22340,7 - 12,0.58,56.3,0,0.76,Ax1Le,22340,10 - 14,0.71,53.8,0,0.73,HObbit,22340,7 - 15,0.47,54.1,-1,0.62,electroNic,22340,6 - 15,0.4,52.5,-2,0.53,sh1ro,22340,5 - 15,0.33,35.8,-1,0.49,1,71,35,106,4.44,2.19,5,5,10,26,Large,16
22341,IEM Sydney 2023,GamerLegion,FaZe,Ancient,11,13,6,5,6,7,2,1,12,12,0.86,1.17,LAN,10/18/2023,Map1,2,GamerLegion,volt,22341,16 - 17,0.94,70.5,-3,1,Snax,22341,15 - 18,0.83,71.4,0,0.91,acoR,22341,12 - 16,0.75,62.9,1,0.84,isak,22341,12 - 18,0.67,54.3,2,0.81,Keoz,22341,12 - 20,0.6,60.5,0,0.74,FaZe,broky,22341,25 - 12,2.08,97.5,2,1.53,karrigan,22341,18 - 16,1.13,87,0,1.2,rain,22341,17 - 15,1.13,80,-3,1.15,ropz,22341,12 - 11,1.09,56.4,1,1.03,Twistzz,22341,14 - 16,0.88,59.3,0,0.92,2,67,86,153,2.79,3.58,5,5,10,26,Large,24
22342,IEM Sydney 2023,GamerLegion,FaZe,Inferno,13,7,10,3,2,5,1,1,10,10,1.27,0.93,LAN,10/18/2023,Map2,1,GamerLegion,acoR,22342,23 - 10,2.3,108.8,3,1.83,Keoz,22342,19 - 10,1.9,91.5,4,1.64,Snax,22342,12 - 11,1.09,66,-2,0.99,isak,22342,13 - 14,0.93,72.5,-3,0.97,volt,22342,10 - 13,0.77,62,-2,0.92,FaZe,broky,22342,15 - 13,1.15,83.5,2,1.28,karrigan,22342,12 - 17,0.71,89.3,-5,0.97,ropz,22342,11 - 14,0.79,47.9,2,0.84,rain,22342,11 - 16,0.69,49.9,1,0.83,Twistzz,22342,9 - 17,0.53,52,0,0.75,1,77,58,135,3.85,2.9,5,5,10,26,Large,20
22343,IEM Sydney 2023,GamerLegion,FaZe,Nuke,6,13,5,1,7,6,1,3,10,9,0.8,1.31,LAN,10/18/2023,Map3,2,GamerLegion,volt,22343,14 - 15,0.93,66.1,2,1.02,Snax,22343,13 - 15,0.87,75,-1,1.01,Keoz,22343,13 - 17,0.76,71.9,3,0.95,acoR,22343,7 - 14,0.5,59.2,-2,0.66,isak,22343,5 - 18,0.28,33.5,-1,0.37,FaZe,broky,22343,21 - 10,2.1,105.2,1,1.7,rain,22343,19 - 12,1.58,106.7,3,1.6,ropz,22343,14 - 8,1.75,86.2,-1,1.4,Twistzz,22343,14 - 12,1.17,60.8,-1,1.08,karrigan,22343,9 - 12,0.75,57.3,-3,0.78,2,52,77,129,2.74,4.05,5,5,10,26,Large,19
22344,IEM Sydney 2023,MOUZ,BetBoom,Mirage,19,15,3,9,9,3,1,2,17,17,1.15,0.95,LAN,10/18/2023,Map1,1,MOUZ,frozen,22344,26 - 16,1.63,85.6,-3,1.37,torzsi,22344,29 - 19,1.53,80.4,2,1.29,xertioN,22344,26 - 25,1.04,76.8,1,1.13,siuhy,22344,23 - 23,1,70.2,0,1.01,Nexius,22344,19 - 23,0.83,64.9,0,0.95,BetBoom,KaiR0N-,22344,22 - 26,0.85,84.6,0,1.11,zorte,22344,22 - 22,1,66.5,0,1.01,nafany,22344,24 - 26,0.92,65.9,1,0.94,s1ren,22344,19 - 25,0.76,63.4,-3,0.89,danistzz,22344,16 - 24,0.67,45.6,2,0.78,1,123,103,226,3.62,3.03,5,5,10,26,Large,34
22345,IEM Sydney 2023,MOUZ,BetBoom,Ancient,7,13,4,3,8,5,1,1,8,12,0.84,1.3,LAN,10/18/2023,Map2,2,MOUZ,siuhy,22345,16 - 15,1.07,94.7,-1,1.18,Nexius,22345,14 - 16,0.88,71,1,0.97,torzsi,22345,15 - 17,0.88,81.9,1,0.95,frozen,22345,8 - 14,0.57,48.9,-2,0.62,xertioN,22345,6 - 17,0.35,39.6,-3,0.47,BetBoom,s1ren,22345,21 - 8,2.63,90.8,-1,1.48,zorte,22345,17 - 10,1.7,87.1,4,1.47,KaiR0N-,22345,15 - 13,1.15,80,1,1.27,nafany,22345,14 - 14,1,81.9,-2,1.16,danistzz,22345,12 - 14,0.86,68.1,2,1.11,2,59,79,138,2.95,3.95,5,5,10,26,Large,20
22346,IEM Sydney 2023,MOUZ,BetBoom,Overpass,13,10,7,6,5,5,1,1,9,14,1.23,0.87,LAN,10/18/2023,Map3,1,MOUZ,torzsi,22346,23 - 11,2.09,92.8,1,1.6,frozen,22346,18 - 12,1.5,87.3,-1,1.32,siuhy,22346,20 - 14,1.43,85.2,1,1.28,Nexius,22346,14 - 11,1.27,55.1,-5,1,xertioN,22346,10 - 16,0.63,71.3,-1,0.94,BetBoom,KaiR0N-,22346,16 - 19,0.84,82.2,3,1.03,zorte,22346,15 - 18,0.83,66.4,0,0.97,nafany,22346,10 - 18,0.56,79.7,2,0.91,danistzz,22346,10 - 17,0.59,39.1,1,0.73,s1ren,22346,13 - 17,0.76,49,-1,0.73,1,85,64,149,3.7,2.78,5,5,10,26,Large,23
22347,IEM Sydney 2023,Monte,Complexity,Overpass,13,16,7,5,5,7,0,3,12,17,1.01,1.13,LAN,10/18/2023,Map1,2,Monte,kRaSnaL,22347,24 - 19,1.26,83.6,1,1.26,br0,22347,22 - 20,1.1,83.9,-1,1.17,Woro2k,22347,19 - 16,1.19,67.6,-2,1.03,DemQQ,22347,17 - 21,0.81,72.8,1,0.99,sdy,22347,11 - 23,0.48,52.2,-4,0.61,Complexity,hallzerk,22347,25 - 18,1.39,79.3,5,1.33,floppy,22347,24 - 18,1.33,76.4,1,1.27,Grim,22347,26 - 19,1.37,90.3,-2,1.23,EliGE,22347,15 - 21,0.71,74.5,3,1.07,JT,22347,9 - 18,0.5,36.4,-2,0.74,2,93,99,192,3.21,3.41,2,5,7,26,Large,29
22348,IEM Sydney 2023,Monte,Complexity,Ancient,13,16,7,5,5,7,1,2,12,17,1.08,1.1,LAN,10/18/2023,Map2,2,Monte,br0,22348,32 - 20,1.6,110.1,3,1.61,DemQQ,22348,19 - 19,1,70.4,-2,1.03,Woro2k,22348,18 - 18,1,68.6,0,1.01,kRaSnaL,22348,18 - 24,0.75,75.5,-3,0.98,sdy,22348,11 - 18,0.61,46.2,-3,0.76,Complexity,floppy,22348,28 - 22,1.27,102.1,2,1.44,Grim,22348,25 - 18,1.39,85.7,6,1.38,EliGE,22348,20 - 16,1.25,69.6,0,1.15,hallzerk,22348,18 - 21,0.86,56.7,-2,0.88,JT,22348,8 - 23,0.35,49.7,-1,0.65,2,98,99,197,3.38,3.41,2,5,7,26,Large,29
22349,IEM Sydney 2023,G2,ENCE,Ancient,13,9,7,6,5,4,3,0,10,12,1.15,0.93,LAN,10/18/2023,Map1,1,G2,m0NESY,22349,25 - 14,1.79,106.7,2,1.57,HooXi,22349,15 - 18,0.83,84.8,-1,1.16,huNter-,22349,14 - 13,1.08,66.3,1,1.1,NiKo,22349,13 - 16,0.81,69.5,-2,1,jks,22349,11 - 10,1.1,50,-2,0.94,ENCE,dycha,22349,22 - 16,1.38,107.6,0,1.32,Snappi,22349,16 - 15,1.07,76.6,0,1.02,Maden,22349,13 - 18,0.72,65.2,2,0.86,SunPayus,22349,9 - 14,0.64,42.4,3,0.77,NertZ,22349,10 - 17,0.59,64.1,-3,0.67,1,78,70,148,3.55,3.18,5,1,6,26,Large,22
22350,IEM Sydney 2023,G2,ENCE,Vertigo,13,8,5,8,7,1,2,3,12,9,1.23,1.08,LAN,10/18/2023,Map2,1,G2,NiKo,22350,25 - 12,2.08,125.5,4,2.01,jks,22350,17 - 14,1.21,82.1,2,1.22,m0NESY,22350,16 - 13,1.23,81,0,1.2,HooXi,22350,13 - 18,0.72,62.1,0,0.86,huNter-,22350,9 - 14,0.64,64.7,-3,0.83,ENCE,Snappi,22350,17 - 17,1,109.7,-1,1.38,NertZ,22350,16 - 14,1.14,68.9,1,1.14,dycha,22350,15 - 15,1,78.9,-2,1.11,SunPayus,22350,12 - 14,0.86,59.7,0,1.02,Maden,22350,11 - 20,0.55,56,-1,0.76,1,80,71,151,3.81,3.38,5,1,6,26,Large,21
22351,IEM Sydney 2023,BetBoom,Complexity,Anubis,6,13,3,3,9,4,3,3,6,13,0.84,1.41,LAN,10/20/2023,Map1,2,BetBoom,nafany,22351,13 - 15,0.87,85.8,0,1.15,danistzz,22351,14 - 14,1,67.1,-1,0.95,s1ren,22351,12 - 15,0.8,75.8,-2,0.88,KaiR0N-,22351,10 - 17,0.59,53.3,-3,0.62,zorte,22351,7 - 17,0.41,55.9,-1,0.58,Complexity,EliGE,22351,18 - 12,1.5,89.4,3,1.53,floppy,22351,17 - 12,1.42,98.5,3,1.49,JT,22351,14 - 8,1.75,74.2,0,1.44,hallzerk,22351,16 - 13,1.23,79.5,2,1.37,Grim,22351,13 - 13,1,85.3,-1,1.19,2,56,78,134,2.95,4.11,5,5,10,26,Large,19
22352,IEM Sydney 2023,BetBoom,Complexity,Ancient,11,13,7,4,5,8,1,3,11,13,1.04,1.16,LAN,10/20/2023,Map2,2,BetBoom,s1ren,22352,19 - 16,1.19,82.9,-3,1.21,KaiR0N-,22352,18 - 18,1,80.6,2,1.14,zorte,22352,16 - 17,0.94,66.2,1,1.01,nafany,22352,15 - 17,0.88,73,-1,0.97,danistzz,22352,11 - 17,0.65,62.5,-1,0.87,Complexity,floppy,22352,23 - 15,1.53,101.2,1,1.52,EliGE,22352,21 - 19,1.11,81.4,2,1.24,hallzerk,22352,13 - 15,0.87,64,0,1.07,JT,22352,14 - 14,1,65.2,0,1.02,Grim,22352,14 - 16,0.88,67.6,-1,0.95,2,79,85,164,3.29,3.54,5,5,10,26,Large,24
22353,IEM Sydney 2023,ENCE,FaZe,Nuke,5,13,4,1,8,5,0,0,8,10,0.9,1.26,LAN,10/20/2023,Map1,2,ENCE,dycha,22353,18 - 14,1.29,116.4,3,1.63,NertZ,22353,13 - 14,0.93,69.7,-4,0.97,SunPayus,22353,8 - 12,0.67,48.9,1,0.76,Maden,22353,8 - 16,0.5,52.4,1,0.65,Snappi,22353,7 - 16,0.44,49.9,-3,0.48,FaZe,ropz,22353,17 - 7,2.43,80.3,4,1.6,Twistzz,22353,16 - 9,1.78,94.2,-2,1.42,broky,22353,15 - 13,1.15,91.3,1,1.24,karrigan,22353,11 - 13,0.85,67,1,1.05,rain,22353,12 - 13,0.92,71.9,-2,0.97,2,54,71,125,3,3.94,1,5,6,26,Large,18
22354,IEM Sydney 2023,ENCE,FaZe,Anubis,0,13,0,0,12,1,0,1,3,10,0.55,1.66,LAN,10/20/2023,Map2,2,ENCE,SunPayus,22354,10 - 9,1.11,78.1,0,0.93,Maden,22354,6 - 11,0.55,65.8,-1,0.64,NertZ,22354,5 - 11,0.45,52.5,-1,0.42,dycha,22354,3 - 12,0.25,54.8,-4,0.41,Snappi,22354,3 - 11,0.27,44.5,-1,0.33,FaZe,Twistzz,22354,16 - 4,4,116.8,2,2.32,ropz,22354,11 - 5,2.2,86.2,3,1.69,karrigan,22354,8 - 8,1,83.4,3,1.58,broky,22354,10 - 5,2,79.6,0,1.48,rain,22354,9 - 5,1.8,57,-1,1.25,2,27,54,81,2.08,4.15,1,5,6,26,Large,13
22355,IEM Sydney 2023,G2,Complexity,Anubis,8,13,5,3,7,6,1,3,11,10,0.91,1.22,LAN,10/21/2023,Map1,2,G2,m0NESY,22355,21 - 13,1.62,101.7,2,1.48,huNter-,22355,18 - 13,1.38,81,3,1.28,jks,22355,7 - 13,0.54,49.4,0,0.81,HooXi,22355,6 - 17,0.35,42.8,2,0.59,NiKo,22355,5 - 17,0.29,30.9,-6,0.4,Complexity,JT,22355,19 - 11,1.73,89.1,5,1.52,floppy,22355,21 - 11,1.91,91.6,-2,1.5,Grim,22355,16 - 11,1.45,71.3,0,1.26,EliGE,22355,9 - 14,0.64,66.8,-3,0.9,hallzerk,22355,8 - 10,0.8,48.1,-1,0.89,2,57,73,130,2.71,3.48,5,5,10,26,Large,21
22356,IEM Sydney 2023,G2,Complexity,Ancient,3,13,3,0,9,4,0,2,3,13,0.69,1.47,LAN,10/21/2023,Map2,2,G2,jks,22356,12 - 14,0.86,71.9,2,0.95,m0NESY,22356,9 - 15,0.6,73.2,-3,0.84,NiKo,22356,8 - 14,0.57,64.4,-1,0.68,HooXi,22356,9 - 14,0.64,49.8,-5,0.55,huNter-,22356,5 - 13,0.38,36.6,-3,0.44,Complexity,floppy,22356,19 - 12,1.58,124.7,0,1.73,EliGE,22356,15 - 8,1.88,101,5,1.62,Grim,22356,13 - 9,1.44,90.6,2,1.48,JT,22356,12 - 8,1.5,76.9,2,1.36,hallzerk,22356,10 - 7,1.43,49.6,1,1.16,2,43,69,112,2.69,4.31,5,5,10,26,Large,16
22357,IEM Sydney 2023,MOUZ,FaZe,Nuke,4,13,4,0,8,5,0,2,5,12,0.63,1.48,LAN,10/21/2023,Map1,2,MOUZ,frozen,22357,13 - 13,1,90.2,3,1.04,torzsi,22357,11 - 14,0.79,73.5,-1,0.78,Nexius,22357,9 - 13,0.69,58.4,-1,0.68,xertioN,22357,3 - 15,0.2,40.2,-2,0.34,siuhy,22357,4 - 15,0.27,33.3,-6,0.33,FaZe,ropz,22357,19 - 7,2.71,116.4,3,1.96,broky,22357,15 - 5,3,77.8,2,1.63,Twistzz,22357,13 - 9,1.44,83,2,1.54,rain,22357,13 - 10,1.3,76.1,3,1.37,karrigan,22357,7 - 9,0.78,50.8,-3,0.92,2,40,67,107,2.35,3.94,5,5,10,26,Large,17
22358,IEM Sydney 2023,MOUZ,FaZe,Vertigo,9,13,5,4,7,6,3,0,8,13,0.84,1.27,LAN,10/21/2023,Map2,2,MOUZ,torzsi,22358,14 - 15,0.93,72.1,1,0.98,xertioN,22358,17 - 18,0.94,75.1,-2,0.93,frozen,22358,12 - 15,0.8,63.1,-3,0.84,Nexius,22358,11 - 18,0.61,60.2,-1,0.73,siuhy,22358,10 - 19,0.53,60.8,-1,0.71,FaZe,rain,22358,22 - 12,1.83,101.8,4,1.58,Twistzz,22358,21 - 10,2.1,89.1,0,1.51,ropz,22358,19 - 10,1.9,84,3,1.43,karrigan,22358,13 - 15,0.87,89,-1,1.13,broky,22358,9 - 17,0.53,46,-1,0.69,2,64,84,148,2.91,3.82,5,5,10,26,Large,22
22359,IEM Sydney 2023,Complexity,FaZe,Overpass,13,11,5,8,7,4,1,2,14,10,1.17,0.99,LAN,10/22/2023,Map1,1,Complexity,JT,22359,24 - 16,1.5,93.9,4,1.47,EliGE,22359,19 - 15,1.27,95.3,-2,1.25,hallzerk,22359,16 - 15,1.07,64.7,-1,1.07,floppy,22359,13 - 16,0.81,71.5,0,1.06,Grim,22359,14 - 17,0.82,59.3,3,0.99,FaZe,ropz,22359,20 - 17,1.18,90.6,0,1.21,broky,22359,19 - 18,1.06,79.5,3,1.18,rain,22359,15 - 17,0.88,58.7,1,1.05,karrigan,22359,16 - 17,0.94,69.5,-1,0.96,Twistzz,22359,9 - 19,0.47,49,-7,0.57,1,86,79,165,3.58,3.29,5,5,10,26,Large,24
22360,IEM Sydney 2023,Complexity,FaZe,Nuke,10,13,4,6,8,5,1,1,13,10,1.04,1.01,LAN,10/22/2023,Map2,2,Complexity,EliGE,22360,21 - 15,1.4,94.5,6,1.46,Grim,22360,17 - 17,1,81,-2,1.09,JT,22360,11 - 13,0.85,50,-1,0.93,hallzerk,22360,15 - 17,0.88,64.6,0,0.87,floppy,22360,11 - 16,0.69,60,0,0.87,FaZe,broky,22360,19 - 16,1.19,82.9,3,1.3,ropz,22360,20 - 14,1.43,82.1,3,1.28,rain,22360,15 - 17,0.88,66.4,-3,0.85,Twistzz,22360,10 - 15,0.67,64.7,-1,0.81,karrigan,22360,11 - 14,0.79,56,-5,0.81,2,75,75,150,3.26,3.26,5,5,10,26,Large,23
22361,IEM Sydney 2023,Complexity,FaZe,Ancient,16,19,3,9,9,3,2,3,22,13,1.12,1.05,LAN,10/22/2023,Map3,2,Complexity,hallzerk,22361,33 - 25,1.32,87.1,8,1.44,EliGE,22361,30 - 25,1.2,96.5,0,1.28,floppy,22361,29 - 24,1.21,84.4,0,1.24,Grim,22361,19 - 25,0.76,64.9,2,0.87,JT,22361,17 - 27,0.63,55.6,-1,0.8,FaZe,rain,22361,32 - 27,1.19,99.3,-1,1.27,broky,22361,27 - 23,1.17,80.1,1,1.25,ropz,22361,23 - 22,1.05,66.8,2,1.02,karrigan,22361,22 - 29,0.76,64.3,-7,0.86,Twistzz,22361,20 - 27,0.74,70.6,-4,0.85,2,128,124,252,3.66,3.54,5,5,10,26,Large,35
22362,Roobet Cup 2023,Movistar Riders,9z,Nuke,7,13,3,4,9,4,1,3,10,10,0.84,1.29,Online,10/25/2023,Map1,2,Movistar Riders,mopoz,22362,20 - 16,1.25,96.8,-1,1.25,alex,22362,11 - 18,0.61,74.9,1,0.85,adamS,22362,8 - 14,0.57,62,2,0.83,JUST,22362,10 - 14,0.71,53.9,0,0.72,MartinezSa,22362,7 - 15,0.47,44.5,-2,0.56,9z,HUASOPEEK,22362,30 - 10,3,129.8,2,2.13,tge,22362,16 - 10,1.6,88.4,0,1.43,dgt,22362,12 - 12,1,59.9,1,1.11,max,22362,10 - 10,1,61.8,-1,1.01,buda,22362,8 - 15,0.53,53.2,-2,0.74,2,56,76,132,2.8,3.8,4,4,8,18,Medium,20
22363,Roobet Cup 2023,Movistar Riders,9z,Ancient,13,9,5,8,7,2,0,2,15,7,1.2,0.88,Online,10/25/2023,Map2,1,Movistar Riders,mopoz,22363,20 - 13,1.54,87.6,-1,1.37,JUST,22363,18 - 13,1.38,77.4,4,1.27,MartinezSa,22363,15 - 12,1.25,74.2,1,1.19,adamS,22363,13 - 13,1,78.3,4,1.13,alex,22363,10 - 11,0.91,49.6,0,1.02,9z,max,22363,16 - 14,1.14,100.2,2,1.29,buda,22363,15 - 16,0.94,84.5,-2,0.94,dgt,22363,11 - 14,0.79,52.2,-1,0.8,tge,22363,11 - 14,0.79,46.2,-3,0.77,HUASOPEEK,22363,9 - 18,0.5,51.9,-4,0.58,1,76,62,138,3.45,2.82,4,4,8,18,Medium,22
22364,Roobet Cup 2023,Movistar Riders,9z,Inferno,13,11,9,4,3,8,1,3,13,11,1.2,0.94,Online,10/25/2023,Map3,1,Movistar Riders,adamS,22364,22 - 15,1.47,96.4,-3,1.42,MartinezSa,22364,21 - 15,1.4,82.5,5,1.37,JUST,22364,19 - 12,1.58,66.4,-2,1.13,alex,22364,13 - 13,1,72.4,2,1.11,mopoz,22364,11 - 17,0.65,60.1,0,0.96,9z,buda,22364,19 - 17,1.12,87.1,5,1.26,dgt,22364,18 - 18,1,78.5,-4,1.07,max,22364,13 - 18,0.72,72,-2,0.99,tge,22364,13 - 17,0.76,54.2,0,0.77,HUASOPEEK,22364,9 - 18,0.5,41,-1,0.59,1,86,72,158,3.58,3,4,4,8,18,Medium,24
22365,Roobet Cup 2023,Heroic,Aurora,Overpass,14,16,5,7,7,5,1,2,16,14,1.08,1.07,Online,10/25/2023,Map1,2,Heroic,dupreeh,22365,29 - 20,1.45,85.5,1,1.38,TeSeS,22365,25 - 22,1.14,109.7,3,1.34,sirah,22365,17 - 20,0.85,73.6,1,1.09,sjuush,22365,18 - 20,0.9,65.5,0,0.92,Chr1zN,22365,14 - 21,0.67,48.7,-3,0.65,Aurora,lattykk,22365,27 - 18,1.5,91.9,2,1.38,KENSI,22365,26 - 23,1.13,90.6,1,1.25,Norwi,22365,18 - 18,1,72.6,-1,1.04,SELLTER,22365,21 - 22,0.95,73.1,-2,1.03,Lack1,22365,11 - 22,0.5,43.6,-2,0.66,2,103,103,206,3.43,3.43,2,5,7,18,Medium,30
22366,Roobet Cup 2023,Heroic,Aurora,Nuke,13,9,7,6,5,4,2,1,11,11,1.18,0.93,Online,10/25/2023,Map2,1,Heroic,TeSeS,22366,20 - 14,1.43,96.6,2,1.41,sirah,22366,21 - 13,1.62,88.3,1,1.38,sjuush,22366,12 - 13,0.92,69.8,0,1.11,dupreeh,22366,16 - 16,1,81,-2,1.06,Chr1zN,22366,10 - 11,0.91,42.5,-1,0.93,Aurora,lattykk,22366,18 - 16,1.13,83.2,2,1.14,Lack1,22366,14 - 18,0.78,73,-5,0.93,KENSI,22366,13 - 14,0.93,57,2,0.9,SELLTER,22366,11 - 16,0.69,58.2,0,0.86,Norwi,22366,11 - 16,0.69,55.8,1,0.81,1,79,67,146,3.59,3.05,2,5,7,18,Medium,22
